LEA,LEA Name,Position Category,Rural Status,2023-2024 Headcount,2024-2025 Headcount,Difference,People Returned,People Left ,New People,Turnover Rate,
2535,Manzanola 3J,Other Support/Special Service Providers,Small Rural,1,0,-1,0,1,0,100.00%,
2535,Manzanola 3J,Paraprofessional,Small Rural,4,5,1,4,0,1,0.00%,
2535,Manzanola 3J,Principals,Small Rural,0,1,1,0,0,1,NA,
2535,Manzanola 3J,Professional-Other,Small Rural,1,1,0,1,0,0,0.00%,
2535,Manzanola 3J,Teachers,Small Rural,15,15,0,10,5,5,33.33%,
2535,Manzanola 3J Total,2535 All Job Catagories Totals,Small Rural,34,35,1,23,11,12,32.35%,
2540,Fowler R-4J,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2540,Fowler R-4J,Crafts/Trades/Services,Small Rural,13,16,3,11,2,5,15.38%,
2540,Fowler R-4J,Instructional Support,Small Rural,2,2,0,1,1,1,50.00%,
2540,Fowler R-4J,Office/Administrative Support,Small Rural,4,3,-1,3,1,0,25.00%,
2540,Fowler R-4J,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
2540,Fowler R-4J,Paraprofessional,Small Rural,7,7,0,3,4,4,57.14%,
2540,Fowler R-4J,Principals,Small Rural,2,2,0,1,1,1,50.00%,
2540,Fowler R-4J,Professional-Other,Small Rural,1,1,0,1,0,0,0.00%,
2540,Fowler R-4J,Teachers,Small Rural,36,36,0,32,4,4,11.11%,
2540,Fowler R-4J Total,2540 All Job Catagories Totals,Small Rural,67,69,2,54,13,15,19.40%,
2560,Cheraw 31,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2560,Cheraw 31,Crafts/Trades/Services,Small Rural,0,0,0,0,0,0,NA,
2560,Cheraw 31,Instructional Support,Small Rural,2,2,0,2,0,0,0.00%,
2560,Cheraw 31,Office/Administrative Support,Small Rural,5,4,-1,4,1,0,20.00%,
2560,Cheraw 31,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
2560,Cheraw 31,Paraprofessional,Small Rural,7,6,-1,6,1,0,14.29%,
2560,Cheraw 31,Principals,Small Rural,1,1,0,1,0,0,0.00%,
2560,Cheraw 31,Professional-Other,Small Rural,0,0,0,0,0,0,NA,
2560,Cheraw 31,Teachers,Small Rural,20,14,-6,13,7,1,35.00%,
2560,Cheraw 31 Total,2560 All Job Catagories Totals,Small Rural,36,28,-8,27,9,1,25.00%,
2570,Swink 33,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2570,Swink 33,Crafts/Trades/Services,Small Rural,6,8,2,4,2,4,33.33%,
2570,Swink 33,Instructional Support,Small Rural,4,7,3,2,2,5,50.00%,
2570,Swink 33,Office/Administrative Support,Small Rural,4,4,0,4,0,0,0.00%,
2570,Swink 33,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
2570,Swink 33,Paraprofessional,Small Rural,13,8,-5,7,6,1,46.15%,
2570,Swink 33,Principals,Small Rural,2,1,-1,1,1,0,50.00%,
2570,Swink 33,Professional-Other,Small Rural,4,3,-1,3,1,0,25.00%,
2570,Swink 33,Teachers,Small Rural,28,26,-2,22,6,4,21.43%,
2570,Swink 33 Total,2570 All Job Catagories Totals,Small Rural,63,59,-4,45,18,14,28.57%,
2580,Ouray R-1,Adminstrators,Small Rural,2,2,0,2,0,0,0.00%,
2580,Ouray R-1,Crafts/Trades/Services,Small Rural,3,3,0,3,0,0,0.00%,
2580,Ouray R-1,Instructional Support,Small Rural,2,2,0,2,0,0,0.00%,
2580,Ouray R-1,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
2580,Ouray R-1,Other Support/Special Service Providers,Small Rural,2,2,0,2,0,0,0.00%,
2580,Ouray R-1,Paraprofessional,Small Rural,6,6,0,4,2,2,33.33%,
2580,Ouray R-1,Principals,Small Rural,1,1,0,1,0,0,0.00%,
2580,Ouray R-1,Professional-Other,Small Rural,4,5,1,4,0,1,0.00%,
2580,Ouray R-1,Teachers,Small Rural,21,22,1,21,0,1,0.00%,
2580,Ouray R-1 Total,2580 All Job Catagories Totals,Small Rural,43,45,2,41,2,4,4.65%,
2590,Ridgway R-2,Adminstrators,Small Rural,2,2,0,2,0,0,0.00%,
2590,Ridgway R-2,Crafts/Trades/Services,Small Rural,6,9,3,5,1,4,16.67%,
2590,Ridgway R-2,Instructional Support,Small Rural,7,7,0,6,1,1,14.29%,
2590,Ridgway R-2,Office/Administrative Support,Small Rural,4,4,0,3,1,1,25.00%,
2590,Ridgway R-2,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
2590,Ridgway R-2,Paraprofessional,Small Rural,9,10,1,7,2,3,22.22%,
2590,Ridgway R-2,Principals,Small Rural,3,3,0,2,1,1,33.33%,
2590,Ridgway R-2,Professional-Other,Small Rural,4,4,0,2,2,2,50.00%,
2590,Ridgway R-2,Teachers,Small Rural,34,33,-1,32,2,1,5.88%,
2590,Ridgway R-2 Total,2590 All Job Catagories Totals,Small Rural,70,73,3,60,10,13,14.29%,
2600,Platte Canyon 1,Adminstrators,Small Rural,8,6,-2,5,3,1,37.50%,
2600,Platte Canyon 1,Crafts/Trades/Services,Small Rural,23,22,-1,17,6,5,26.09%,
2600,Platte Canyon 1,Instructional Support,Small Rural,6,5,-1,3,3,2,50.00%,
2600,Platte Canyon 1,Office/Administrative Support,Small Rural,4,4,0,4,0,0,0.00%,
2600,Platte Canyon 1,Other Support/Special Service Providers,Small Rural,1,1,0,0,1,1,100.00%,
2600,Platte Canyon 1,Paraprofessional,Small Rural,27,22,-5,18,9,4,33.33%,
2600,Platte Canyon 1,Principals,Small Rural,4,5,1,3,1,2,25.00%,
2600,Platte Canyon 1,Professional-Other,Small Rural,9,9,0,7,2,2,22.22%,
2600,Platte Canyon 1,Teachers,Small Rural,56,54,-2,53,3,1,5.36%,
2600,Platte Canyon 1 Total,2600 All Job Catagories Totals,Small Rural,138,128,-10,110,28,18,20.29%,
2610,Park County RE-2,Adminstrators,Small Rural,3,1,-2,0,3,1,100.00%,
2610,Park County RE-2,Crafts/Trades/Services,Small Rural,19,13,-6,9,10,4,52.63%,
2610,Park County RE-2,Instructional Support,Small Rural,4,5,1,4,0,1,0.00%,
2610,Park County RE-2,Office/Administrative Support,Small Rural,12,3,-9,3,9,0,75.00%,
2610,Park County RE-2,Other Support/Special Service Providers,Small Rural,7,7,0,5,2,2,28.57%,
2610,Park County RE-2,Paraprofessional,Small Rural,30,15,-15,11,19,4,63.33%,
2610,Park County RE-2,Principals,Small Rural,4,3,-1,2,2,1,50.00%,
2610,Park County RE-2,Professional-Other,Small Rural,16,5,-11,5,11,0,68.75%,
2610,Park County RE-2,Teachers,Small Rural,51,37,-14,23,28,14,54.90%,
2610,Park County RE-2 Total,2610 All Job Catagories Totals,Small Rural,146,89,-57,62,84,27,57.53%,
2620,Holyoke Re-1J,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2620,Holyoke Re-1J,Crafts/Trades/Services,Small Rural,14,14,0,13,1,1,7.14%,
2620,Holyoke Re-1J,Instructional Support,Small Rural,6,7,1,6,0,1,0.00%,
2620,Holyoke Re-1J,Office/Administrative Support,Small Rural,5,5,0,5,0,0,0.00%,
2620,Holyoke Re-1J,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
2620,Holyoke Re-1J,Paraprofessional,Small Rural,19,18,-1,14,5,4,26.32%,
2620,Holyoke Re-1J,Principals,Small Rural,2,2,0,2,0,0,0.00%,
2620,Holyoke Re-1J,Professional-Other,Small Rural,2,2,0,2,0,0,0.00%,
2620,Holyoke Re-1J,Teachers,Small Rural,41,44,3,36,5,8,12.20%,
2620,Holyoke Re-1J Total,2620 All Job Catagories Totals,Small Rural,90,93,3,79,11,14,12.22%,
2630,Haxtun RE-2J,Adminstrators,Small Rural,1,1,0,0,1,1,100.00%,
2630,Haxtun RE-2J,Crafts/Trades/Services,Small Rural,8,11,3,7,1,4,12.50%,
2630,Haxtun RE-2J,Instructional Support,Small Rural,5,5,0,4,1,1,20.00%,
2630,Haxtun RE-2J,Office/Administrative Support,Small Rural,3,4,1,3,0,1,0.00%,
2630,Haxtun RE-2J,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
2630,Haxtun RE-2J,Paraprofessional,Small Rural,13,15,2,9,4,6,30.77%,
2630,Haxtun RE-2J,Principals,Small Rural,2,2,0,2,0,0,0.00%,
2630,Haxtun RE-2J,Professional-Other,Small Rural,0,3,3,0,0,3,NA,
2630,Haxtun RE-2J,Teachers,Small Rural,26,24,-2,20,6,4,23.08%,
2630,Haxtun RE-2J Total,2630 All Job Catagories Totals,Small Rural,58,65,7,45,13,20,22.41%,
2640,Aspen 1,Adminstrators,Rural,7,8,1,5,2,3,28.57%,
2640,Aspen 1,Crafts/Trades/Services,Rural,34,32,-2,30,4,2,11.76%,
2640,Aspen 1,Instructional Support,Rural,24,36,12,19,5,17,20.83%,
2640,Aspen 1,Office/Administrative Support,Rural,13,11,-2,10,3,1,23.08%,
2640,Aspen 1,Other Support/Special Service Providers,Rural,10,10,0,7,3,3,30.00%,
2640,Aspen 1,Paraprofessional,Rural,37,39,2,32,5,7,13.51%,
2640,Aspen 1,Principals,Rural,6,6,0,6,0,0,0.00%,
2640,Aspen 1,Professional-Other,Rural,30,26,-4,26,4,0,13.33%,
2640,Aspen 1,Teachers,Rural,140,131,-9,115,25,16,17.86%,
2640,Aspen 1 Total,2640 All Job Catagories Totals,Rural,301,299,-2,250,51,49,16.94%,
2650,Granada RE-1,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2650,Granada RE-1,Crafts/Trades/Services,Small Rural,8,8,0,8,0,0,0.00%,
2650,Granada RE-1,Instructional Support,Small Rural,3,3,0,3,0,0,0.00%,
2650,Granada RE-1,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
2650,Granada RE-1,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
2650,Granada RE-1,Paraprofessional,Small Rural,6,6,0,5,1,1,16.67%,
2650,Granada RE-1,Principals,Small Rural,0,0,0,0,0,0,NA,
2650,Granada RE-1,Professional-Other,Small Rural,2,2,0,2,0,0,0.00%,
2650,Granada RE-1,Teachers,Small Rural,21,21,0,17,4,4,19.05%,
2650,Granada RE-1 Total,2650 All Job Catagories Totals,Small Rural,43,43,0,38,5,5,11.63%,
2660,Lamar Re-2,Adminstrators,Rural,2,1,-1,1,1,0,50.00%,
2660,Lamar Re-2,Crafts/Trades/Services,Rural,19,19,0,17,2,2,10.53%,
2660,Lamar Re-2,Instructional Support,Rural,11,11,0,9,2,2,18.18%,
2660,Lamar Re-2,Office/Administrative Support,Rural,16,16,0,15,1,1,6.25%,
2660,Lamar Re-2,Other Support/Special Service Providers,Rural,3,3,0,3,0,0,0.00%,
2660,Lamar Re-2,Paraprofessional,Rural,60,61,1,37,23,24,38.33%,
2660,Lamar Re-2,Principals,Rural,9,9,0,9,0,0,0.00%,
2660,Lamar Re-2,Professional-Other,Rural,3,3,0,3,0,0,0.00%,
2660,Lamar Re-2,Teachers,Rural,98,95,-3,84,14,11,14.29%,
2660,Lamar Re-2 Total,2660 All Job Catagories Totals,Rural,221,218,-3,178,43,40,19.46%,
2670,Holly RE-3,Adminstrators,Small Rural,1,1,0,0,1,1,100.00%,
2670,Holly RE-3,Crafts/Trades/Services,Small Rural,6,6,0,5,1,1,16.67%,
2670,Holly RE-3,Instructional Support,Small Rural,1,2,1,1,0,1,0.00%,
2670,Holly RE-3,Office/Administrative Support,Small Rural,3,3,0,2,1,1,33.33%,
2670,Holly RE-3,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
2670,Holly RE-3,Paraprofessional,Small Rural,12,12,0,12,0,0,0.00%,
2670,Holly RE-3,Principals,Small Rural,1,2,1,0,1,2,100.00%,
2670,Holly RE-3,Professional-Other,Small Rural,2,1,-1,1,1,0,50.00%,
2670,Holly RE-3,Teachers,Small Rural,18,20,2,16,2,4,11.11%,
2670,Holly RE-3 Total,2670 All Job Catagories Totals,Small Rural,45,48,3,38,7,10,15.56%,
2680,Wiley RE-13 Jt,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2680,Wiley RE-13 Jt,Crafts/Trades/Services,Small Rural,7,5,-2,4,3,1,42.86%,
2680,Wiley RE-13 Jt,Instructional Support,Small Rural,2,3,1,1,1,2,50.00%,
2680,Wiley RE-13 Jt,Office/Administrative Support,Small Rural,4,2,-2,2,2,0,50.00%,
2680,Wiley RE-13 Jt,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
2680,Wiley RE-13 Jt,Paraprofessional,Small Rural,13,11,-2,7,6,4,46.15%,
2680,Wiley RE-13 Jt,Principals,Small Rural,2,2,0,1,1,1,50.00%,
2680,Wiley RE-13 Jt,Professional-Other,Small Rural,0,3,3,0,0,3,NA,
2680,Wiley RE-13 Jt,Teachers,Small Rural,26,26,0,14,12,12,46.15%,
2680,Wiley RE-13 Jt Total,2680 All Job Catagories Totals,Small Rural,56,54,-2,31,25,23,44.64%,
2690,Pueblo City 60,Adminstrators,Non-Rural,24,25,1,18,6,7,25.00%,
2690,Pueblo City 60,Crafts/Trades/Services,Non-Rural,198,204,6,172,26,32,13.13%,
2690,Pueblo City 60,Instructional Support,Non-Rural,159,147,-12,116,43,31,27.04%,
2690,Pueblo City 60,Office/Administrative Support,Non-Rural,115,108,-7,101,14,7,12.17%,
2690,Pueblo City 60,Other Support/Special Service Providers,Non-Rural,60,55,-5,50,10,5,16.67%,
2690,Pueblo City 60,Paraprofessional,Non-Rural,425,410,-15,347,78,63,18.35%,
2690,Pueblo City 60,Principals,Non-Rural,57,59,2,47,10,12,17.54%,
2690,Pueblo City 60,Professional-Other,Non-Rural,81,82,1,66,15,16,18.52%,
2690,Pueblo City 60,Teachers,Non-Rural,857,863,6,720,137,143,15.99%,
2690,Pueblo City 60 Total,2690 All Job Catagories Totals,Non-Rural,1976,1953,-23,1637,339,316,17.16%,
2700,Pueblo County 70,Adminstrators,Non-Rural,21,18,-3,18,3,0,14.29%,
2700,Pueblo County 70,Crafts/Trades/Services,Non-Rural,185,169,-16,142,43,27,23.24%,
2700,Pueblo County 70,Instructional Support,Non-Rural,45,41,-4,34,11,7,24.44%,
2700,Pueblo County 70,Office/Administrative Support,Non-Rural,54,54,0,51,3,3,5.56%,
2700,Pueblo County 70,Other Support/Special Service Providers,Non-Rural,37,37,0,30,7,7,18.92%,
2700,Pueblo County 70,Paraprofessional,Non-Rural,244,218,-26,195,49,23,20.08%,
2700,Pueblo County 70,Principals,Non-Rural,44,43,-1,39,5,4,11.36%,
2700,Pueblo County 70,Professional-Other,Non-Rural,49,46,-3,42,7,4,14.29%,
2700,Pueblo County 70,Teachers,Non-Rural,597,569,-28,522,75,47,12.56%,
2700,Pueblo County 70 Total,2700 All Job Catagories Totals,Non-Rural,1276,1195,-81,1073,203,122,15.91%,
2710,Meeker RE-1,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2710,Meeker RE-1,Crafts/Trades/Services,Small Rural,17,16,-1,13,4,3,23.53%,
2710,Meeker RE-1,Instructional Support,Small Rural,5,5,0,4,1,1,20.00%,
2710,Meeker RE-1,Office/Administrative Support,Small Rural,6,5,-1,4,2,1,33.33%,
2710,Meeker RE-1,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
2710,Meeker RE-1,Paraprofessional,Small Rural,19,19,0,15,4,4,21.05%,
2710,Meeker RE-1,Principals,Small Rural,3,3,0,3,0,0,0.00%,
2710,Meeker RE-1,Professional-Other,Small Rural,4,4,0,4,0,0,0.00%,
2710,Meeker RE-1,Teachers,Small Rural,47,49,2,42,5,7,10.64%,
2710,Meeker RE-1 Total,2710 All Job Catagories Totals,Small Rural,102,102,0,86,16,16,15.69%,
2720,Rangely RE-4,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2720,Rangely RE-4,Crafts/Trades/Services,Small Rural,21,19,-2,15,6,4,28.57%,
2720,Rangely RE-4,Instructional Support,Small Rural,3,3,0,3,0,0,0.00%,
2720,Rangely RE-4,Office/Administrative Support,Small Rural,4,5,1,4,0,1,0.00%,
2720,Rangely RE-4,Other Support/Special Service Providers,Small Rural,0,0,0,0,0,0,NA,
2720,Rangely RE-4,Paraprofessional,Small Rural,24,22,-2,16,8,6,33.33%,
2720,Rangely RE-4,Principals,Small Rural,2,2,0,2,0,0,0.00%,
2720,Rangely RE-4,Professional-Other,Small Rural,3,3,0,2,1,1,33.33%,
2720,Rangely RE-4,Teachers,Small Rural,38,39,1,29,9,10,23.68%,
2720,Rangely RE-4 Total,2720 All Job Catagories Totals,Small Rural,96,94,-2,72,24,22,25.00%,
2730,Upper Rio Grande School District C-7,Adminstrators,Small Rural,2,2,0,2,0,0,0.00%,
2730,Upper Rio Grande School District C-7,Crafts/Trades/Services,Small Rural,13,13,0,11,2,2,15.38%,
2730,Upper Rio Grande School District C-7,Instructional Support,Small Rural,4,6,2,3,1,3,25.00%,
2730,Upper Rio Grande School District C-7,Office/Administrative Support,Small Rural,4,4,0,4,0,0,0.00%,
2730,Upper Rio Grande School District C-7,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
2730,Upper Rio Grande School District C-7,Paraprofessional,Small Rural,9,12,3,7,2,5,22.22%,
2730,Upper Rio Grande School District C-7,Principals,Small Rural,2,2,0,2,0,0,0.00%,
2730,Upper Rio Grande School District C-7,Professional-Other,Small Rural,2,2,0,2,0,0,0.00%,
2730,Upper Rio Grande School District C-7,Teachers,Small Rural,36,37,1,30,6,7,16.67%,
2730,Upper Rio Grande School District C-7 Total,2730 All Job Catagories Totals,Small Rural,73,79,6,62,11,17,15.07%,
2740,Monte Vista C-8,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2740,Monte Vista C-8,Crafts/Trades/Services,Small Rural,26,26,0,19,7,7,26.92%,
2740,Monte Vista C-8,Instructional Support,Small Rural,13,12,-1,11,2,1,15.38%,
2740,Monte Vista C-8,Office/Administrative Support,Small Rural,12,12,0,11,1,1,8.33%,
2740,Monte Vista C-8,Other Support/Special Service Providers,Small Rural,2,2,0,2,0,0,0.00%,
2740,Monte Vista C-8,Paraprofessional,Small Rural,30,30,0,23,7,7,23.33%,
2740,Monte Vista C-8,Principals,Small Rural,5,5,0,5,0,0,0.00%,
2740,Monte Vista C-8,Professional-Other,Small Rural,7,7,0,7,0,0,0.00%,
2740,Monte Vista C-8,Teachers,Small Rural,72,77,5,64,8,13,11.11%,
2740,Monte Vista C-8 Total,2740 All Job Catagories Totals,Small Rural,168,172,4,143,25,29,14.88%,
2750,Sargent RE-33J,Adminstrators,Small Rural,1,1,0,0,1,1,100.00%,
2750,Sargent RE-33J,Crafts/Trades/Services,Small Rural,8,9,1,7,1,2,12.50%,
2750,Sargent RE-33J,Instructional Support,Small Rural,3,3,0,2,1,1,33.33%,
2750,Sargent RE-33J,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
2750,Sargent RE-33J,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
2750,Sargent RE-33J,Paraprofessional,Small Rural,4,5,1,3,1,2,25.00%,
2750,Sargent RE-33J,Principals,Small Rural,1,1,0,1,0,0,0.00%,
2750,Sargent RE-33J,Professional-Other,Small Rural,5,5,0,2,3,3,60.00%,
2750,Sargent RE-33J,Teachers,Small Rural,28,25,-3,21,7,4,25.00%,
2750,Sargent RE-33J Total,2750 All Job Catagories Totals,Small Rural,53,52,-1,39,14,13,26.42%,
2760,Hayden RE-1,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2760,Hayden RE-1,Crafts/Trades/Services,Small Rural,10,10,0,10,0,0,0.00%,
2760,Hayden RE-1,Instructional Support,Small Rural,4,5,1,4,0,1,0.00%,
2760,Hayden RE-1,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
2760,Hayden RE-1,Other Support/Special Service Providers,Small Rural,2,3,1,2,0,1,0.00%,
2760,Hayden RE-1,Paraprofessional,Small Rural,12,13,1,8,4,5,33.33%,
2760,Hayden RE-1,Principals,Small Rural,3,3,0,3,0,0,0.00%,
2760,Hayden RE-1,Professional-Other,Small Rural,4,4,0,4,0,0,0.00%,
2760,Hayden RE-1,Teachers,Small Rural,35,35,0,26,9,9,25.71%,
2760,Hayden RE-1 Total,2760 All Job Catagories Totals,Small Rural,73,76,3,60,13,16,17.81%,
2770,Steamboat Springs RE-2,Adminstrators,Rural,10,11,1,10,0,1,0.00%,
2770,Steamboat Springs RE-2,Crafts/Trades/Services,Rural,36,38,2,29,7,9,19.44%,
2770,Steamboat Springs RE-2,Instructional Support,Rural,38,37,-1,32,6,5,15.79%,
2770,Steamboat Springs RE-2,Office/Administrative Support,Rural,21,22,1,18,3,4,14.29%,
2770,Steamboat Springs RE-2,Other Support/Special Service Providers,Rural,22,25,3,16,6,9,27.27%,
2770,Steamboat Springs RE-2,Paraprofessional,Rural,63,70,7,46,17,24,26.98%,
2770,Steamboat Springs RE-2,Principals,Rural,14,14,0,14,0,0,0.00%,
2770,Steamboat Springs RE-2,Professional-Other,Rural,15,20,5,14,1,6,6.67%,
2770,Steamboat Springs RE-2,Teachers,Rural,199,201,2,174,25,27,12.56%,
2770,Steamboat Springs RE-2 Total,2770 All Job Catagories Totals,Rural,418,438,20,353,65,85,15.55%,
2780,South Routt RE 3,Adminstrators,Small Rural,2,2,0,2,0,0,0.00%,
2780,South Routt RE 3,Crafts/Trades/Services,Small Rural,13,12,-1,12,1,0,7.69%,
2780,South Routt RE 3,Instructional Support,Small Rural,4,5,1,3,1,2,25.00%,
2780,South Routt RE 3,Office/Administrative Support,Small Rural,3,3,0,3,0,0,0.00%,
2780,South Routt RE 3,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
2780,South Routt RE 3,Paraprofessional,Small Rural,12,12,0,7,5,5,41.67%,
2780,South Routt RE 3,Principals,Small Rural,3,1,-2,0,3,1,100.00%,
2780,South Routt RE 3,Professional-Other,Small Rural,3,3,0,3,0,0,0.00%,
2780,South Routt RE 3,Teachers,Small Rural,24,27,3,15,9,12,37.50%,
2780,South Routt RE 3 Total,2780 All Job Catagories Totals,Small Rural,65,66,1,46,19,20,29.23%,
2790,Mountain Valley RE 1,Adminstrators,Small Rural,3,3,0,3,0,0,0.00%,
2790,Mountain Valley RE 1,Crafts/Trades/Services,Small Rural,9,6,-3,6,3,0,33.33%,
2790,Mountain Valley RE 1,Instructional Support,Small Rural,3,3,0,3,0,0,0.00%,
2790,Mountain Valley RE 1,Office/Administrative Support,Small Rural,2,2,0,2,0,0,0.00%,
2790,Mountain Valley RE 1,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
2790,Mountain Valley RE 1,Paraprofessional,Small Rural,8,6,-2,5,3,1,37.50%,
2790,Mountain Valley RE 1,Principals,Small Rural,0,1,1,0,0,1,NA,
2790,Mountain Valley RE 1,Professional-Other,Small Rural,4,4,0,2,2,2,50.00%,
2790,Mountain Valley RE 1,Teachers,Small Rural,14,13,-1,9,5,4,35.71%,
2790,Mountain Valley RE 1 Total,2790 All Job Catagories Totals,Small Rural,44,39,-5,31,13,8,29.55%,
2800,Moffat 2,Adminstrators,Small Rural,7,6,-1,6,1,0,14.29%,
2800,Moffat 2,Crafts/Trades/Services,Small Rural,9,6,-3,6,3,0,33.33%,
2800,Moffat 2,Instructional Support,Small Rural,8,7,-1,5,3,2,37.50%,
2800,Moffat 2,Office/Administrative Support,Small Rural,3,2,-1,2,1,0,33.33%,
2800,Moffat 2,Other Support/Special Service Providers,Small Rural,1,0,-1,0,1,0,100.00%,
2800,Moffat 2,Paraprofessional,Small Rural,7,4,-3,4,3,0,42.86%,
2800,Moffat 2,Principals,Small Rural,2,2,0,2,0,0,0.00%,
2800,Moffat 2,Professional-Other,Small Rural,1,2,1,1,0,1,0.00%,
2800,Moffat 2,Teachers,Small Rural,21,18,-3,17,4,1,19.05%,
2800,Moffat 2 Total,2800 All Job Catagories Totals,Small Rural,59,47,-12,43,16,4,27.12%,
2810,Center 26 JT,Adminstrators,Small Rural,10,11,1,7,3,4,30.00%,
2810,Center 26 JT,Crafts/Trades/Services,Small Rural,10,17,7,5,5,12,50.00%,
2810,Center 26 JT,Instructional Support,Small Rural,8,7,-1,5,3,2,37.50%,
2810,Center 26 JT,Office/Administrative Support,Small Rural,7,14,7,7,0,7,0.00%,
2810,Center 26 JT,Other Support/Special Service Providers,Small Rural,3,3,0,3,0,0,0.00%,
2810,Center 26 JT,Paraprofessional,Small Rural,23,38,15,17,6,21,26.09%,
2810,Center 26 JT,Principals,Small Rural,4,5,1,4,0,1,0.00%,
2810,Center 26 JT,Professional-Other,Small Rural,3,7,4,3,0,4,0.00%,
2810,Center 26 JT,Teachers,Small Rural,40,47,7,33,7,14,17.50%,
2810,Center 26 JT Total,2810 All Job Catagories Totals,Small Rural,108,149,41,84,24,65,22.22%,
2820,Silverton 1,Adminstrators,Small Rural,1,1,0,1,0,0,0.00%,
2820,Silverton 1,Crafts/Trades/Services,Small Rural,2,2,0,2,0,0,0.00%,
2820,Silverton 1,Instructional Support,Small Rural,4,4,0,4,0,0,0.00%,
2820,Silverton 1,Office/Administrative Support,Small Rural,2,2,0,1,1,1,50.00%,
2820,Silverton 1,Other Support/Special Service Providers,Small Rural,1,1,0,1,0,0,0.00%,
2820,Silverton 1,Paraprofessional,Small Rural,4,3,-1,1,3,2,75.00%,
2820,Silverton 1,Principals,Small Rural,1,1,0,1,0,0,0.00%,
2820,Silverton 1,Professional-Other,Small Rural,0,0,0,0,0,0,NA,
2820,Silverton 1,Teachers,Small Rural,9,8,-1,7,2,1,22.22%,
2820,Silverton 1 Total,2820 All Job Catagories Totals,Small Rural,24,22,-2,18,6,4,25.00%,
2830,Telluride R-1,Adminstrators,Small Rural,3,3,0,3,0,0,0.00%,
2830,Telluride R-1,Crafts/Trades/Services,Small Rural,5,6,1,4,1,2,20.00%,
2830,Telluride R-1,Instructional Support,Small Rural,19,24,5,17,2,7,10.53%,
2830,Telluride R-1,Office/Administrative Support,Small Rural,7,9,2,7,0,2,0.00%,
2830,Telluride R-1,Other Support/Special Service Providers,Small Rural,5,6,1,4,1,2,20.00%,
2830,Telluride R-1,Paraprofessional,Small Rural,10,18,8,7,3,11,30.00%,
2830,Telluride R-1,Principals,Small Rural,3,3,0,3,0,0,0.00%,
2830,Telluride R-1,Professional-Other,Small Rural,8,9,1,8,0,1,0.00%,
2830,Telluride R-1,Teachers,Small Rural,63,70,7,52,11,18,17.46%,
2830,Telluride R-1 Total,2830 All Job Catagories Totals,Small Rural,123,148,25,105,18,43,14.63%,
2840,Norwood R-2J,Adminstrators,Small Rural,2,2,0,1,1,1,50.00%,
2840,Norwood R-2J,Crafts/Trades/Services,Small Rural,14,11,-3,8,6,3,42.86%,
2840,Norwood R-2J,Instructional Support,Small Rural,2,1,-1,1,1,0,50.00%,
2840,Norwood R-2J,Office/Administrative Support,Small Rural,2,3,1,0,2,3,100.00%,
2840,Norwood R-2J,Other Support/Special Service Providers,Small Rural,2,1,-1,1,1,0,50.00%,
2840,Norwood R-2J,Paraprofessional,Small Rural,10,13,3,7,3,6,30.00%,
2840,Norwood R-2J,Principals,Small Rural,1,2,1,0,1,2,100.00%,
2840,Norwood R-2J,Professional-Other,Small Rural,3,1,-2,1,2,0,66.67%,
2840,Norwood R-2J,Teachers,Small Rural,21,18,-3,13,8,5,38.10%,
2840,Norwood R-2J Total,2840 All Job Catagories Totals,Small Rural,57,52,-5,32,25,20,43.86%,
2862,Julesburg Re-1,Adminstrators,Small Rural,3,3,0,3,0,0,0.00%,
